Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date,REACH Compliance,RoHS Compliance,Reference Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,AMK212BC6107MG-TE,Active,T&R 3K,Preferred,Japan;China;Korea;Philippines;Malaysia,,,0.0297,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C2012X6S107MBTS,Active,T/R 3K,Preferred,Taiwan,,,0.0182,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000195,CAP-47uF-0603-20%-X6S-2.5V,MCO006953,49,,,,,"C161,C162,C163,C164,C176,C177,C178,C179,C180,C181,C182,C183,C184,C201,C202,C203,C204,C205,C206,C207,C208,C209,C228,C229,C230,C231,C232,C233,C234,C235,C236,C248,C249,C250,C251,C252,C253,C254,C255,C256,C263,C264,C265,C266,C267,C268,C269,C270,C271",C0603,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL10X476MS8NRWC,Active,T&R 4K,Preferred,Korea,,,0.0059,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C80E476ME05D,Active,T&R 4K,Preferred,Japan,,,0.0091,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000204,Cap-100uF-1206-20%-X6S-6.3V,MCO007390,4,,,,,"C353,C354,C421,C422",C1206,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,JMK316BC6107ML-T,Active,T&R 2K,Preferred,Japan;China;Korea;Philippines;Malaysia,,,0.043,,20.SVHC_223_17Jan2022,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,THUNDER,THUNDER,,Approved,Yes by Manuf.,1206S107M6R3CT,Active,T&R 2K,,,,,0.043,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,CALCHIP,"Cal-Chip Electronics, Incorporat",,Approved,Yes by Manuf.,GMC31X6S107M6R3NT,Active,T&R  4K,,Japan,,,0,,,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000212,Cap-1u-0402-10%-X6S-25V,MCO007284,410,,,,,"C7,C39,C54,C64,C65,C66,C67,C72,C73,C74,C75,C76,C93,C94,C95,C96,C98,C99,C100,C101,C117,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C139,C158,C159,C160,C171,C200,C258,C282,C300,C308,C363,C385,C386,C389,C390,C391,C392,C415,C416,C417,C418,C939,C990,C1011,C1020,C1021,C1022,C1023,C1024,C1025,C1026,C1027,C1033,C1034,C1035,C1036,C1037,C1038,C1040,C1043,C1049,C1050,C1055,C1056,C1059,C1060,C1063,C1064,C1065,C1066,C1067,C1068,C1071,C1072,C1074,C1075,C1077,C1078,C1079,C1082,C1083,C1084,C1085,C1086,C1087,C1088,C1090,C1093,C1094,C1097,C1100,C1101,C1104,C1105,C1107,C1108,C1109,C1110,C1111,C1112,C1113,C1114,C1115,C1117,C1118,C1119,C1122,C1123,C1124,C1125,C1134,C1135,C1137,C1138,C1142,C1145,C1170,C1174,C1175,C1176,C1177,C1185,C1186,C1187,C1201,C1202,C1203,C1207,C1208,C1209,C1213,C1214,C1215,C1216,C1223,C1224,C1225,C1226,C1234,C1235,C1236,C1240,C1241,C1242,C1250,C1251,C1254,C1255,C1262,C1263,C1266,C1267,C1276,C1278,C1279,C1281,C1282,C1283,C1284,C1301,C1302,C1304,C1305,C1306,C1310,C1311,C1314,C1315,C1322,C1323,C1326,C1327,C1328,C1345,C1346,C1347,C1348,C1349,C1354,C1355,C1357,C1358,C1364,C1365,C1371,C1372,C1373,C1377,C1388,C1389,C1390,C1391,C1397,C1398,C1399,C1400,C1401,C1404,C1406,C1407,C1413,C1416,C1422,C1423,C1427,C1428,C1429,C1430,C1431,C1434,C1435,C1436,C1437,C1438,C1442,C1443,C1444,C1446,C1447,C1448,C1449,C1450,C1453,C1454,C1455,C1456,C1458,C1459,C1462,C1463,C1464,C1465,C1466,C1467,C1468,C1470,C1471,C1472,C1473,C1474,C1475,C1476,C1477,C1478,C1479,C1480,C1482,C1483,C1484,C1488,C1489,C1497,C1498,C1501,C1502,C1503,C1504,C1505,C1507,C1508,C1509,C1510,C1511,C1512,C1513,C1514,C1515,C1516,C1517,C1518,C1519,C1520,C1522,C1525,C1526,C1528,C1529,C1530,C1531,C1532,C1533,C1534,C1535,C1536,C1537,C1538,C1540,C1541,C1542,C1543,C1545,C1546,C1547,C1549,C1551,C1554,C1556,C1558,C1559,C1560,C1561,C1563,C1564,C1566,C1569,C1571,C1573,C1574,C1575,C1577,C1579,C1581,C1584,C1585,C1587,C1588,C1592,C1593,C1596,C1602,C1604,C1605,C1606,C1608,C1609,C1610,C1611,C1612,C1614,C1615,C1617,C1618,C1619,C1620,C1621,C1622,C1623,C1624,C1625,C1626,C1631,C1632,C1633,C1634,C1635,C1636,C1637,C1638,C1639,C1640,C1641,C1642,C1643,C1644,C1645,C1646,C1647,C1648,C1649,C1650,C1651,C1652,C1653,C1654,C1655,C1656,C1657,C1658,C1659,C1660,C1661,C1662,C1663,C1664,C1665,C1666,C1667,C1668,C1669,C1670,C1671,C1672,C1673,C1674,C1918,C1920,C1923,C1925,C1928,C1929,C1930,C1931,C1932,C1933,C1936,C1938,C1941,C1943",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL05X105KA5NQNC,Active,T&R 10K,,Korea,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0402KRX6S8BB105,Active,T&R 10K,,Taiwan,,,0.0014,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000230,CAP-47u-0805-20%-X6S-4V,SPR001636,31,,,,,"C197,C310,C355,C1007,C1012,C1015,C1016,C1047,C1048,C1091,C1092,C1095,C1096,C1102,C1103,C1146,C1147,C1268,C1269,C1359,C1360,C1460,C1461,C1523,C1524,C1627,C1628,C1675,C1676,C1677,C1678",CAPC0805X06,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,AMK212BC6476MG-T,Active,T&R 3K,,Japan;China;Korea;Philippines;Malaysia,,,0.0182,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000244,Cap-22uF-0805-20%-X7R-10V,SPR002029,19,,,,,"C138,C185,C186,C198,C199,C312,C313,C314,C328,C329,C330,C331,C346,C361,C362,C365,C366,C382,C383",CAPC0805X06,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM21BZ71A226ME15L,Active,T/R 3K,Preferred,Japan,,,0.023,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000251,CAP-4u7-0603-10%-X6S-16V,MCO006888,5,,,,,"C212,C213,C298,C302,C937",C0603,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1608X6S475KETS,Active,T/R 4K,Preferred,Taiwan,,,0.0074,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,C1608X6S1C475K080AC,Active,T&R 4K,Preferred,China,,,0.002,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C81C475KE11D,Active,T&R 4K,Preferred,Japan,,,0.0081,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL10X475KO8NRNC,Active,T&R 4K,Preferred,Korea,,,0.0059,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,EMK107BC6475KA-T,EOL,T&R 4K,Inactive,Japan;China;Korea;Philippines;Malaysia,,,0.002,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TAIYOYUDEN,Taiyo Yuden Co Ltd,,Approved,Yes by Product,MSASE168BC6475KTNA01,Active,T&R 4K,Preferred,Japan;China;Korea;Philippines;Malaysia,,,0.002,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000252,CAP-22uF-0402-20%-X6S-4V,MCO006587,51,,,,,"C1052,C1053,C1127,C1132,C1133,C1144,C1165,C1166,C1168,C1169,C1182,C1188,C1189,C1194,C1212,C1218,C1243,C1245,C1248,C1261,C1270,C1285,C1296,C1300,C1320,C1325,C1329,C1332,C1343,C1351,C1368,C1370,C1374,C1387,C1393,C1412,C1490,C1491,C1492,C1493,C1494,C1495,C1496,C1500,C1586,C1603,C1616,C1922,C1927,C1940,C1945",C0402_W,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1005X6S226MBTS,Active,T/R 10K,Preferred,Taiwan,,,0.0036,,19.SVHC_219_08Jul2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KYOCERA,KYOCERA/AVX CORPORATION,,Approved,Yes by Product,CM05X6S226M04AH080,Active,T&R 10K,Preferred,,,,0.0035,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM158C80G226ME01D,Active,T&R 8K,Preferred,Japan,,,0.004,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000254,Cap-10uF-0603-20%-X6S-16V,MCO007534,10,,,,,"C92,C319,C356,C357,C358,C359,C367,C376,C384,C1039",C0603,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,0603S106M160CT,Active,T&R 4k,Preferred,China,,,0.0098,,27.SVHC_247_21Jan2025,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0603MRX6S7BB106,Active,T&R 4k,Preferred,Taiwan,,,0.0098,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C81C106MA73D,Active,T&R 4k,Preferred,Japan,,,0.0091,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,DARFON,DARFON,,Approved,Yes by Product,C1608X6S106METS,Active,T/R 4K,Preferred,Taiwan,,,0.0074,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000272,CAP-2.2uF-0402-10%-X6S-25V,SPR002380,13,,,,,"C19,C43,C52,C210,C216,C807,C808,C813,C814,C819,C820,C821,C822",C0402,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 105°C,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM155C81E225KE11D,Active,T&R 10K,Preferred,Japan,,,0.0031,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000309,Cap-10uF-0805-10%-X6S-25V,SPR002858,12,,,,,"C3,C4,C56,C57,C823,C824,C825,C826,C827,C828,C829,C830",CAPC0805X06,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM21BC81E106KE51L,Active,T&R 3K,,Japan,,,0.023,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,CL21X106KAYNNNE,Active,T&R 3K,,Korea,,,0.0164,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM21BC81E106KE51K,Active,T&R 10K,,Japan,,,0.023,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,CC0805KKX6S8BB106,Active,T&R 3K,,Taiwan,,,0.035,,23.SVHC_235_14Jun2023,,
1,TRUE,TRUE,FALSE,FALSE,,0,ECC000313,CAP-22uF-0603-20%-X6S-10V,MCO007029,247,,,,,"C122,C134,C175,C215,C441,C442,C444,C445,C446,C447,C448,C449,C459,C460,C461,C462,C463,C464,C465,C466,C467,C468,C469,C470,C471,C472,C473,C474,C475,C476,C477,C478,C479,C480,C481,C482,C483,C484,C485,C486,C487,C488,C489,C490,C491,C492,C493,C494,C495,C496,C497,C498,C499,C500,C501,C502,C503,C504,C505,C506,C507,C508,C509,C510,C511,C512,C513,C514,C515,C516,C517,C518,C523,C524,C525,C526,C527,C528,C529,C530,C531,C532,C533,C534,C567,C569,C571,C573,C575,C577,C579,C581,C584,C586,C588,C590,C592,C594,C596,C598,C600,C602,C604,C606,C608,C610,C612,C613,C615,C616,C617,C618,C619,C620,C621,C622,C623,C624,C625,C626,C627,C628,C629,C630,C631,C632,C633,C634,C635,C636,C637,C638,C639,C640,C641,C642,C643,C644,C645,C646,C647,C648,C649,C650,C651,C652,C653,C654,C655,C656,C657,C658,C659,C660,C661,C662,C996,C1029,C1030,C1682,C1683,C1684,C1685,C1690,C1691,C1692,C1693,C1694,C1695,C1696,C1697,C1698,C1699,C1700,C1701,C1727,C1729,C1731,C1733,C1735,C1737,C1739,C1741,C1743,C1745,C1747,C1749,C1751,C1753,C1755,C1757,C1759,C1761,C1764,C1766,C1768,C1770,C1771,C1773,C1774,C1775,C1776,C1777,C1778,C1779,C1780,C1781,C1782,C1783,C1784,C1785,C1786,C1787,C1788,C1789,C1790,C1791,C1792,C1793,C1794,C1795,C1796,C1797,C1798,C1799,C1800,C1801,C1802,C1803,C1804,C1805,C1806,C1807,C1808,C1809,C1810,C1811,C1812,C1813,C1814,C1815,C1816,C1817,C1818,C1819,C1820,C1821",C0603,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 105°C,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C81A226ME01D,Active,T&R 4K,,Japan,,,0.0091,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,GRM188C81A226ME01J,Active,T&R 10K,,Japan,,,0,,,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ECE000032,"CAP, AL POLYMER HYB, 220uF, 20%, 50V, 13mOhm, TH",MCO007405,19,,,,,"C41,C42,C47,C48,C55,C58,C59,C60,C61,C63,C86,C97,C102,C147,C148,C149,C150,C378,C381",CAPPR500W80D1000H1670,,,Issue,TH,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,Rubycon,Rubycon Corporation,,Approved,Yes by Product,50PZJ220M10X15,Active,Bulk 1K,,,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,EEH-AZS1H221B,Active,REEL 500,,Japan,,,0,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ECP000024,CAP-AL-POLYMER-470uF-20%-2.5V-3mOHM-7343-10.2A,MCO006135,23,,,,,"C283,C284,C285,C286,C304,C305,C306,C307,C393,C394,C1006,C1013,C1014,C1045,C1046,C1318,C1319,C1485,C1486,C1629,C1630,C1679,C1680",CAPAE730X430X200,,,Issue,SMT,Pilot,Capacitor,,,,No,,‎1 – Unlimited,,Y,,-55°C to 105°C,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,EEFGX0E471R,Active,T/R 3.5K,Preferred,Japan,,,0.1553,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ED#0402GRNT,LED-0402-VER-GRN-574nm,MCO003245,7,,,,,"D1,D2,D3,D4,D8,D10,D11",D0402,,,Issue,SMT,Production,Semiconductor,,,RoHS2,No,,‎3 – 168 hours‎,,,,-40°C to 85°C,FALSE,KINGBRIGHT,Kingbright Elec Co Ltd,,Approved,Yes by Manuf.,KPHHS-1005CGCK,Active,T&R 2K,Preferred,China,,,0.000577,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KINGBRIGHT,Kingbright Elec Co Ltd,,Approved,Yes by Manuf.,KPHHS-1005CGCK-RY,Active,T&R 2K,,China,,,0.000577,,16. SVHC_205_16Jan2020,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,LUMEX,LUMEX INCORPORATED,,Approved,Yes by Manuf.,SML-LX0402SUGC-TR,Active,T&R 2K,Preferred,China,,,0.0006,,16. SVHC_205_16Jan2020,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ED#0402YLWT,LED-0402-VER-YLW-590nm,MCO003646,2,,,,,"D5,D6",D0402,,,Issue,SMT,Production,Semiconductor,,,RoHS2,No,,‎3 – 168 hours‎,,NO,,-40°C to 85°C,FALSE,KINGBRIGHT,Kingbright Elec Co Ltd,,Approved,Yes by Manuf.,KPHHS1005SYCK,Active,,Preferred,China,,,0.0006,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KINGBRIGHT,Kingbright Elec Co Ltd,,Approved,Yes by Manuf.,KPHHS1005SYCK-RY,Active,2K / Reel,Preferred,China,,,0.0006,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,LUMEX,LUMEX INCORPORATED,,Approved,Yes by Manuf.,SML-LX0402SYC-TR,Active,,Preferred,China,,,0.000577,,16. SVHC_205_16Jan2020,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KINGBRIGHT,Kingbright Elec Co Ltd,,Approved,Yes by Manuf.,KPHHS-1005SYCK-RY,Active,2K / Reel,Preferred,China,,,0.0006,07/07/2017 00:00:00 IDT,16. SVHC_205_16Jan2020,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SUN-LED,SunLED Company Limited,,Approved,Yes by Product,ZMYK68W-2,Active,T&R 2K,Preferred,,,,0.00056,,17.SVHC_209_25Jun20,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ED#0603PGB1010,DIO-8KV-0603-ESD-SUP,MCO004601,1,,,,,D7,ESD0603,,,Issue,SMT,Production,Semiconductor,,,,No,,,,,,-65°C to 125°C,FALSE,LITTELFUSE,Littelfuse circuit protection,.,Approved,Yes by Product,PGB1010603WR,Inactive,T&R 3K,Inactive,Philippines,,,0.001028,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,LITTELFUSE,Littelfuse circuit protection,,Approved,Yes by Product,PGB1010603MR,Active,T&R 1K,Preferred,Philippines,,,0.001033,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ED#PRTR5V0U2X,TVS Low Cap Rail-to-Rail SOT143B,MCO004850,1,,,,,U12,SOT143B,,,Issue,SMT,Production,Semiconductor,,,,No,,‎1 – Unlimited,,NO,,-40°C to 85°C,FALSE,NXP,NXP Semiconductors,,Approved,Yes by Manuf.,PRTR5V0U2X,Active,,Inactive,China,,,0.001,,24.SVHC_240_23Jan2024,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NEXPERI,NEXPERIA,,Approved,Not Conflict Free,PRTR5V0U2X,Active,3K Reel,Preferred,China,,,0.008921,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NEXPERI,NEXPERIA,,Approved,Not Conflict Free,"PRTR5V0U2X,215",Active,3K Reel,Preferred,China,,,0.008921,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB#0805261T,CMC-260R-0805-0A3-0R4,MCO005567,1,,,,,L1,INDP220X140X140,,,Issue,SMT,Production,Magnetic,,,,No,,‎1 – Unlimited,,,,0°C to 70°C,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,SRF2012-261YA,Active,T&R 2K,Preferred,Taiwan,,,0.0129,,17.SVHC_209_25Jun20,RoHS2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,AVX,AVX Corporation,,Approved,Yes by Product,LCCM0805M261GTAR,Active,T&R 2K,Preferred,China;Taiwan,,,0.012,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,DLW21SN261SQ2L,Active,T&R 2K,Preferred,Japan,,,0.0114,,17.SVHC_209_25Jun20,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB#1608600R,FEB - 600R - 0603 - 0A5 - 0R35 - 0.8mm,MCO005559,3,,,,,"FB5,FB6,FB67",l0603,,,Issue,SMT,Production,Magnetic,,,RoHS2,No,,‎1 – Unlimited,,,3044-0001,-55°C to 125°C,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM18EG601SN1D,Active,T&R 4K,,Japan,,,0.002013,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,MMZ1608S601AT,Active,T&R 4K,Preferred,China,,,0.004,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM18EG601SN1J,Active,T&R 10K,,Japan,,,0.002013,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WURTH,WURTH ELEKTRONIK,,Approved,Not Conflict Free,742863160,Active,T&R 4K,Preferred,China,,,0.005,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,MMZ1608S601ATA00,Active,T&R 4K,,China,,,0.004,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,MMZ1608S601A,Active,T&R 4K,Inactive,China,,,0.004,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB#BLM18PG121,Ferrite Bead - 0603 - 120R - 2A - 0R05,MCO005563,1,,,,,FB13,l0603,,,Issue,SMT,Production,Magnetic,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,MURATA,MURATA MANUFATURING CO LTD,,Approved,Yes by Product,BLM18PG121SN1D,Active,T/R 4K,Preferred,Japan,,,0.00463,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,EFB#MPZ1608S221AT,FEB - 220R - 0603 - 2A - 0R05,MCO006545,2,,,,,"FB2,FB3",l0603,,,Issue,SMT,Production,Magnetic,,,RoHS2,No,,‎1 – Unlimited,,NO,3044-0004,-55°C to 125°C,FALSE,LAIRD,"Laird Technologies, Inc",,Approved,Yes by Product,MI0603L221R-10,Active,T&R,Preferred,,,,0.004,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,CHILISIN,CHILISIN ELECRONICS CORP,,Approved,Yes by Product,BBUP00160808221Y00,Active,T/R 4K,,,,,0,,20.SVHC_223_17Jan2022,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,MPZ1608S221A,Active,T&R,Preferred,China,,,0.004,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,MPZ1608S221ATD25,Active,T&R 4k,Preferred,China,,,0.004,,23.SVHC_235_14Jun2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TDK,TDK Corporation Ltd,,Approved,Yes by Product,MPZ1608S221ATA00,Active,T&R,,China,,,0.004,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS2,
